var1,var2,var2_EN,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65,var66,var67,var68,var69,var70,var71,var72,var73,var74,var75,var76,var77,var78,var79,var80,var81,var82,var83,var84,var85,var86,var87,var88,var89,var90,var91,var92,var93,var94
2001,梅县,Mei Xian,441421,595187,515090,288965,156021,21709,17776,3853,46,178,3740,,203478,6998,17097,15055,2630,1451,33910,15472,3137,7463,7838,18479,13,1599,762325,239034,151055,229613,506072,256253,215251,0.43,18930,37094,87372,,3844,50567,,81315,112000,55000,208786,168647,875,26669,12595,27523,27523,213,252782,19316,399678,50567,31352,274,3135,24465,,,24465,23743,,23430,63550,40302,257563,29298,218430,,,3514,13831,3464,6872,2413,4388,4013,18390,,,2946,6407,,,46,2466,13287,29268,391953
2001,大埔县,Dapu Xian,441422,471831,418178,151867,87568,12991,10918,2073,7,88,728,,69113,1444,10719,8182,4567,2167,9996,6319,1071,2155,451,3279,146,503,361251,111177,64584,133418,214639,146612,154251,0.37,5552,26225,8155,,80,13711,12512,57955,67023,23710,53956,38350,2755,10271,2580,23010,23010,58,153061,4832,165616,16798,12853,68,1244,4792,,,4792,3861,,4549,39130,26596,146073,20851,127461,55,124,2346,8149,478,971,227,404,2724,9075,,,790,1695,1,5,133,5989,6916,8341,48397
2001,丰顺县,Fengshun Xian,441423,657977,558932,180727,136770,17317,14067,1250,43,186,1283,,104587,2420,12762,9502,9530,1500,13311,7350,1627,3680,654,4680,67,567,343607,102471,52390,100860,184669,158938,186425,0.34,5210,27000,130468,,4354,28379,,40716,42267,10587,120786,78299,4272,32833,5382,40864,40864,31,269796,8416,283760,27583,23163,30,1078,9015,,,9015,9015,,9015,48920,31430,169107,21590,125498,8,18,2474,11889,944,2263,727,1538,6355,29272,,,2093,4720,22,85,100,4492,8409,8819,45327
2001,五华县,Wuhua Xian,441424,1086541,996576,452406,255225,31738,26367,5371,17,21,2920,,152451,8494,22774,14764,25880,17623,20990,15576,1854,2975,585,6146,372,505,473366,213171,119468,55422,183927,289439,320609,0.32,37621,37122,,,3602,47896,,77420,53710,24384,82782,43460,4592,30560,4170,105636,105636,1,412877,13202,543933,49013,42399,1,9768,7633,,,7633,6935,,7488,78621,63631,345345,49931,306832,1095,2226,3441,13441,4310,6579,1764,2831,4603,15756,,,2223,4083,5,19,183,6890,6056,12227,37141
2001,平远县,Pingyuan Xian,441426,249530,198175,97921,69247,10481,8555,1926,11,14,949,,84824,3723,7586,5521,1300,400,10219,6665,771,1332,1451,1814,112,444,109491,56036,29188,20276,55197,54294,58290,0.3,3607,14139,,,,,13083,19454,17098,3029,38875,25330,2785,8512,2248,13993,13993,8,126150,8218,160895,16486,13240,6,1018,4865,,,4865,4706,,4731,28468,19081,114101,15786,102544,2,4,901,3738,1347,2959,1077,2340,1029,4815,,,1119,3243,,,30,742,4638,4660,33622
2001,蕉岭县,Jiaoling Xian,441427,179779,161327,81971,49778,7253,6042,1211,3,86,527,,87468,3705,5897,5011,1830,56,8525,5442,721,2124,238,2204,107,385,107436,39953,23388,35603,50902,56534,55974,0.36,12323,17222,15228,,862,4860,,19372,3027,11998,53140,36938,5279,9361,1562,11462,11462,48,103838,8793,163575,17108,13323,124,980,3537,,,3537,3138,,3353,21982,12779,75169,10415,68027,,,1135,4029,770,1081,520,662,459,2032,,,1509,2974,,,32,2246,4571,3749,23212
2001,兴宁市,Xingning Shi,441481,980390,905811,432624,244271,28315,22304,6011,61,1548,2652,,259804,16265,20347,17562,16720,8337,17639,10920,1448,2598,2673,8387,108,1179,629705,190230,111604,214076,349437,280268,316128,3508,14630,46303,54000,,2000,38900,48100,133780,126477,45857,102202,67368,2413,26000,6421,14487,14487,310,308252,11868,388157,43275,31060,535,8695,12858,,,12858,12303,,12609,83205,58625,381960,44821,338040,220,507,2947,8663,5085,9509,2288,3572,5547,25229,,,2103,3718,3,12,11,413,15513,7370,57901
2001,市辖区,Shanwei Shi Shixia Qu,441501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,城区,Shanwei Shi Cheng Qu,441502,342172,202032,141993,49415,3225,1962,1263,,25,168,4611,155253,672,1697,966,,,2150,1446,200,432,72,3060,6,,116125,84304,12464,8822,57251,58874,65947,0.36,5337,7587,,,,,,36235,62997,10469,178888,93930,253,4115,80589,3392,3392,,34492,,64994,6157,4965,,1747,184314,183759,102017,555,555,71071,545,8042,5336,29005,3452,19606,,,,,,,,,1884,9399,,,541,820,,,,,1752,1135,5296
2001,海丰县,Haifeng Xian,441521,582227,547180,319007,141593,23739,19076,4662,116,336,2375,10469,129010,11938,16037,12126,, ,22191,13935,2121,4568,1567,12907,544,780,294996,185236,120305,34641,131916,163080,187883,0.36,,,,,,,,136046,221427,47052,153955,101179,1142,17189,34445,34120,34120,19,133124,,241889,25212,18881,2,6903,94538,81605,30611,12933,10363,21256,12239,56776,39408,214884,30576,170215,,,323,1843,414,588,414,588,8095,42238,,,2867,4720,,,321,23902,11937,7060,29638
2001,陆河县,Luhe Xian,441523,292730,249257,106482,56939,7143,6159,984,,11,952,,97360,415,5432,4325,,,5258,2518,426,962,1352,15227,,185,114406,39552,27182,12168,45196,69210,80759,0.32,2642,13888,,,,,,15479,25656,10453,41719,31120,555,7793,2251,25350,25350,,56427,326,102268,12866,8451,,783,2131,,,2131,2107,,2099,18874,14278,66576,8951,45999,,,45,159,673,1288,266,388,4557,19020,,,815,1427,,,86,4940,2384,14278,22684
2001,陆丰市,Lufeng Shi,441581,1489214,1177913,547620,265679,33826,19820,14007,10,136,4040,6441,181247,4008,18547,10410,,,36296,16082,3771,7304,9139,10214,166,1309,410913,242031,155667,18387,101833,309080,341112,0.32,,,,,,,,95596,102164,11250,347125,203428,1778,24494,117425,55503,55503,,197754,4115,303797,43756,22744,,3321,206137,195401,150483,10736,9647,107062,25531,84397,59866,290164,33160,172157,74,205,223,947,1836,3584,1528,2451,22813,109244,,,7206,12847,,,74,2225,15284,16646,30440
2001,市辖区  ,Heyuan Shi Shixia Qu,441601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,源城区,Heyuan Shi Yuancheng Qu,441602,304000,137143,66136,23296,3025,2002,1023,2,30,535,,20100,1479,2104,1520,940,72,2572,1459,352,700,61,1035,3,49,44938,24412,14945,6658,21529,23409,26219,0.36,12942,12904,6084,,1672,3205,,7601,7663,2381,14135,7701,103,4920,1411,9073,9073,364,45037,,50835,7699,3807,602,217,1943,,,1943,1943,,1933,10139,4629,24076,3018,19753,,,447,1711,983,1654,713,1099,168,932,,,1825,5378,,,221,18618,2629,2676,3059
2001,紫金县,Zijin Xian,441621,749000,585022,324066,143031,27489,21981,5508,5,522,1900,,71843,7603,18251,13444,1423,147,14790,9801,1475,3171,343,4070,53,370,278398,188354,113958,23096,120347,158051,183186,0.31,28463,28345,7517,,1598,9147,,25171,26251,9583,77670,51570,6170,13909,6021,59773,59773,,247135,63,229734,24510,18218,,996,7958,,,7958,7958,,7924,66098,50750,295349,39540,251194,2107,6260,1681,6911,3712,9082,1696,3918,3645,21683,,,4750,12992,,,321,19805,7589,19959,80037
2001,龙川县,Longchuan Xian,441622,853000,720899,340253,176299,29294,24314,4980,1,117,1633,,103389,5601,19698,15667,9007,1983,15968,11123,1774,2816,255,4617,374,695,284550,169619,108280,37827,106306,178244,224147,0.31,35081,33424,97415,,2136,10823,,28568,34192,8898,53872,34845,4795,10382,3850,50613,50613,8,185847,1206,175133,16867,13414,6,727,8949,,,8949,8949,,8949,69675,53887,340402,41474,308402,,,3353,9604,6076,12266,4931,10349,2984,10130,,,4486,10118,,,83,3733,8521,12310,39076
2001,连平县,Lianping Xian,441623,368000,306035,161502,105965,14443,10556,3887,5,104,950,,55233,6367,9027,5688,4256,90,8791,6269,872,1427,223,1759,163,526,93283,62240,40179,7889,39191,54092,65622,0.22,22043,21484,2893,,683,6067,,20509,18869,5561,32625,15513,2305,6390,8417,30269,30269,,101889,670,125843,11620,10253,,536,3850,,,3850,3850,,3786,35257,24545,136862,18533,118940,8,9,1292,5090,2649,4017,1742,2662,1926,8603,,,3834,8426,3,6,53,1460,4460,5566,11471
2001,和平县,Heping Xian,441624,481000,421112,361544,123101,14848,12533,2315,,36,654,,61955,2553,10158,7101,1250,825,5992,4140,978,689,185,1774,18,302,108525,65330,41178,9465,35383,73142,93338,0.22,4796,22009,37925,,1996,7723,,18312,11228,3246,35044,22162,5595,6226,1061,38209,38209,,89856,1079,97478,10126,7980,,640,2349,,,2349,2349,,2346,42159,32038,183399,24419,156657,56,133,2954,11492,3394,8429,2073,4304,1159,6564,,,1643,3266,3,22,177,10423,5965,5377,20606
2001,东源县,Dongyuan Xian,441625,506000,434512,219851,103054,19886,15181,4705,24,190,1356,,96111,5231,13507,10848,8333,6333,7909,4812,1280,1682,135,2728,150,338,164281,85458,54884,25085,70986,93295,127337,0.29,29442,28856,49712,,2089,8057,,17056,22286,2645,43877,25184,6115,9254,3324,49148,49148,,122279,861,140739,14539,11643,,718,5748,,,5748,5748,,5666,55917,38537,224225,27581,193678,164,374,2292,7263,5069,8023,2586,4012,3141,14369,,,6999,14642,,,214,12029,7705,8661,18588
2001,市辖区,Yangjiang Shi Shixia Qu,441701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,江城区,Yangjiang Shi Jiangcheng Qu,441702,243435,130714,121817,74458,8333,6373,1960,,261,1305,6557,78885,6277,4209,2562,9042,6117,6836,3041,669,1713,1413,2376,21,138,226773,79998,27777,82152,136485,90288,94805,0.42,3448,6181,2835,,1,9065,,22633,94521,20290,97213,10595,123,4686,81809,73282,7808,,65269,205,89974,9140,6985,,939,111509,98873,73733,12636,8969,60531,11161,21543,14677,66097,10979,51670,,,477,2342,337,503,337,503,2857,11516,,,1146,1581,,,75,5026,5547,1216,2549
2001,阳西县,Yangxi Xian,441721,467000,367000,255483,172625,21819,16869,49508,,431,3283,7068,249331,5604,12007,6769,91806,54510,13562,7446,1508,4260,348,3483,12,402,257180,122064,62330,71562,87995,123267,141492,0.37,13020,12565,,,,18620,8900,37865,58090,21556,285148,164654,4567,12899,103128,62138,62138,,119974,1050,164829,18620,13880,,1060,340015,332254,172369,7761,7496,104453,7596,53896,32480,165654,23446,125853,,,2204,10366,1380,2159,1380,2159,5450,27276,,,5159,9953,,,418,27273,15419,12499,23654
2001,阳东县,Yangdong Xian,441723,487553,402784,274727,268412,28930,21931,7017,15,344,2213,5261,171567,8077,13117,9041,19577,12340,19718,8761,2218,5225,3514,3420,45,655,282242,139214,81706,79009,135374,146868,164852,0.4,8500,20873,,,,,,38516,52711,19067,134497,63768,4013,14645,52071,65546,65546,,214318,7999,278774,27012,20530,,1341,168379,153614,66501,14765,14549,,,67780,43481,200769,32184,165154,,,1920,7484,2944,3963,2910,3938,6420,24142,,,7780,13826,,,315,21698,13236,30719,19676
2001,阳春市,Yangchun Shi,441781,912771,829972,508503,351960,45730,33902,11828,71,182,4770,,135084,18661,29733,18417,29957,16590,47600,17350,3380,8270,18600,8952,228,1152,461909,235578,150801,106750,227005,293041,,0.33,33735,33647,,,5342,41318,,55103,61420,27503,180646,108589,5632,51464,14961,177762,177762,36,728476, ,388734,45908,30453,,1341,26579, , ,26579, , ,26579,110276,70472,354223,49424,283242,30,59,6215,22410,4001,7045,3897,6699,10070,39382,,,9355,17807,33,68,1974,133402,22112,29892,95742
2001,市辖区,Qingyuan Shi Shixia Qu,441801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,清城区,Qingyuan Shi Qingcheng Qu,441802,379179,335758,183531,108059,17166,13003,4162,21,1181,239,,115595,7996,11848,8359,1666,387,9777,5918,875,2605,379,7455,177,645,280519,118857,60092,34825,118395,102032,122242,0.37,17545,17405,37071,,,28131,169361,38873,47320,12377,55000,24246,491,16127,14136,12332,12332,,107669,2436,157743,28131,12539,100,2709,16804,,,16804,15430,,16804,42613,24684,123859,21376,113108,,,151,489,587,1040,119,288,2352,8626,,,4337,9961,,,24,1578,12226,1828,5474
2001,佛冈县,Fogang Xian,441821,306935,245982,114431,88339,11456,9442,2014,3,675,825,,63067,6015,8781,6976,,,5237,3130,673,1219,215,3598,114,174,109000,45331,25807,19580,43092,65908,72209,0.29,16362,16359,,,,,,13586,11715,,22841,13687,2644,4518,1992,18395,18395,25,76408,504,74686,8683,5786,72,514,2306,,,2306,2306,,2306,24227,19004,100529,17546,95993,1,3,104,350,132,250,125,236,1203,3886,,,1281,2712,,,86,2663,3019,5471,5547
2001,阳山县,Yangshan Xian,441823,522870,451134,219146,106401,24120,12553,11567,57,150,624,,83557,1789,10759,8421,2267,1233,16452,6851,1992,2580,5029,2218,151,582,185244,115504,72701,21690,73927,111317,141816,0.31,21019,21016,36321,,500,24468,46383,17562,24134,13245,73542,41153,2367,17067,12955,76679,76674,,202488,6285,330767,30585,26017,,990,3532,,,3532,3356,,3532,67077,35447,161372,18230,114842,,,7813,26401,2128,3590,2022,3404,7170,16285,,,4902,9719,,,114,8071,17862,1666,11592
2001,连山县,Lianshan Zhuang-Yaozu Zizhixian,441825,113709,88960,52719,49123,7148,5681,1467,18,84,,,29231,2287,5742,601,,,2964,1749,391,679,145,990,5,122,28245,19311,11808,1772,10872,17373,21732,0.24,1263,10800,,,,3618,,4945,2510,2851,27294,18622,4827,3167,678,24627,24626,16,28482,1010,35331,3618,2750,46,70,1367,,,1367,1367,,1367,17691,10798,60504,9216,55232,,,372,1207,70,186,69,183,856,3116,,,736,2028,,,53,1074,3828,2503,8451
2001,连南县,Liannan Yaozu Zizhixian,441826,153360,124000,66142,41360,7338,3148,4190,15,93,,,33501,850,2944,2585,,,,1385,419,552,291,1308,96,108,49683,23649,12673,13289,23059,26624,29800,0.24,,,,,,,,7422,10836,,13529,6810,3688,2479,552,19535,19521,7,35219,95,51276,4733,3801,7,99,711,,,711,,,706,19183,11798,50753,5264,36528,,,3009,8165,1208,1311,1204,1304,1914,4216,,,1307,2189,,,4,216,3324,576,2470
2001,清新县,Qingxin Xian,441827,652710,565758,313107,210095,28561,21601,6960,630,1023,1690,,189594,467,19878,11591,2653,673,19458,13360,1600,3956,542,4686,377,835,284978,139149,74718,73260,214646,141041,181512,0.3,5108,24378,90279,,5910,44548,,42546,49465,8348,85264,45126,5306,24118,10713,48058,48051,6,2860044,10748,335918,44548,24513,32,943,14259,,,14259,14259,,1429,66941,44895,204579,35179,180558,,,4207,10485,1346,2330,632,1001,4113,11101,,,5582,12237,,,292,20339,12972,5785,35070
2001,英德市,Yingde Shi,441881,916552,810543,402737,281668,54902,32686,22216,82,455,,,164372,170451,31962,23604,,,60238,37048,3852,7707,11631,8798,305,2509,306521,199451,139420,48164,115099,191422,196355,0.27,,,,,,,,,,,,,,,,143580,143374,70,333066,4785,396035,36248,30991,150,487,14646,,,14646,14646,,13563,112215,67552,340334,51975,298646,103,224,5363,14429,4070,7251,4048,7213,5784,19068,,,14643,32223,32,56,5634,431720,17019,9339,21464
2001,连州市,Lianzhou Shi,441882,433107,411878,196862,108075,25030,16973,8057,6,,,,100249,,15066,10666,3466,2733,11168,5561,1743,1184,2860,3471,207,727,294209,151374,109877,47433,158585,135624,150310,0.37,,,,,,,,44383,25035,,,,,,,45570,45535,35,162955,3800,178206,17419,14922,40,550,5442, ,,5442,5206, ,5206,71014,28326,167672,19453,137128,,,3527,13124,1150,2436,1062,2304,4079,14605,,,3414,7496,,,227,10685,20430,9281,31968
2001,市辖区,Chaozhou Shi Shixia Qu,445101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,湘桥区,Chaozhou Shi Xiangqiao Qu,445102,343625,78283,51043,11892,1140,910,230,,3,287,,19983,166,669,464,,,1664,848,133,125,558,4542,33,110,510030,20101,8495,284419,449565,60465,35221,0.39,14964,14846,66456,,,4130,,8771,89043,20956,,4276,83,1848,4218,789,789,20,22557,,38639,4130,3019,18,249,3345,,,3345,3345,,3302,3085,1079,6784,884,5517,,,,,,,,,195,1267,,,31,81,,,,,1909,644,2947
2001,潮安县,Chao`an Xian,445121,1069336,937609,456911,165466,19760,15793,3968,6,202,1675,,143403,6503,19521,6760,20300,2533,18409,6961,1575,3686,6187,36957,120,944,1442158,187868,118874,833079,1056267,385891,338334,0.39,35812,34557,103123,,73,14602,13970,242928,494382,189760,213605,183701,644,18384,10876,7512,7512,10,171828,1295,303961,36072,20373,3,3022,19169,,,19169,16812,,19042,52297,38508,275563,29415,212782,,,539,4229,1529,8072,215,576,6178,46418,,,1026,2914,,,156,17164,9004,8814,46276
2001,饶平县,Raoping Xian,445122,850205,748691,415869,232987,19196,14011,5186,88,22,3157,3896,210329,2242,12271,7326,8747,2633,33882,18405,2386,5724,7367,10511,161,2235,594717,212265,101612,244344,344660,250057,264355,3407,8549,23936,23925,,1367,33112,26503,3125,5178,1527,145792,61680,2890,31456,49766,35297,35297,251,327808,370,383152,41390,31246,130,4827,136339,117857,42647,18482,16799,42554,17505,46410,34117,212788,21162,149528,725,1825,34,130,2156,4231,754,1321,8901,54687,,,1836,3905,7,14,513,42412,7259,10276,53744
2001,市辖区,Jieyang Shi Shixia Qu,445201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,榕城区,Jieyang Shi Rongcheng Qu,445202,383644,203516,103988,31459,2966,2809,157,,6,107,,27751,1857,2332,1635,,,2345,1392,229,627,97,13637,6,83,279840,23764,16721,193408,191360,88483,83395,0.43,,,,,,,,35445,151212,17459,22280,17679,136,2082,2383,17826,454,210,16782,590,33075,3256,2643,515,530,2859,,,2859,1493,,2340,13107,10094,78384,9258,71475,,,,,,,,,836,6909,,,13,31,,,11,561,1861,1161,33730
2001,揭东县,Jiedong Xian,445221,1198506,1046866,564000,177000,26639,20118,6521,,148,2466,438,165644,19860,16105,,,,99274,42852,19679,13013,23730,11611,,1079,1145566,193354,119311,667396,734621,410945,436745,0.39,14677,31470,60012,,5198,33658,18863,159204,382330,47430,103582,66733,1370,24501,10978,7569,7569,621,145237,7946,227848,33658,19103,500,6468,24583,4393,2078,20190,19310,2613,19840,68502,43975,319031,30565,217200,,,189,1189,1016,2382,1004,2330,11182,92837,,,1864,5032,,,240,22620,15434,6906,26315
2001,揭西县,Jiexi Xian,445222,886457,701752,398371,217179,19672,16406,3265,16,21,2600,,91800,15000,15396,7317,,,60703,28259,13702,8087,10655,12466,61,685,385835,147724,81471,85880,186066,199769,216787,0.31,31026,30330,44276,,,,14120,47843,14030,19421,110546,79286,1387,23533,6340,20545,20545,77,322215,2330,297514,35418,23742,346,5569,14101,,,14101,14101,,10101,54835,38646,198119,23543,125984,1546,5219,695,3263,739,1484,565,1100,11270,59470,,,3289,8648,43,125,709,56616,7788,13962,44121
2001,惠来县,Huilai Xian,445224,1055216,876592,346071,229045,19276,10625,8651,,,2040,1175,97344,6877,9242,2876,,,26839,12392,2154,5509,6784,3920,126,984,485171,145234,86599,234311,294087,191084,209830,0.26,5102,26757,10371,,8598,30170,,56575,123560,10961,183544,104040,4721,27311,47472,39976,39976,,201162,4385,291186,38688,25138,,8994,77209,63646,55845,13563,12471,44141,12953,60261,39924,221508,19754,114089,,,539,2349,1384,2404,1384,2404,17346,101009,,,5539,11389,,,110,8450,14051,27636,90312
2001,普宁市,Puning Shi,445281,1979131,1649000,690381,295538,25768,22726,3042,48,48,67,,79493,72050,20588,15837,,,31109,21392,2001,6652,1064,13458,25,2518,1104914,195062,134965,662653,604161,500780,535267,0.34,40127,60439,,,,,,138715,723425,47796,149828,115212,1650,28779,4187,25667,25667,1132,309715,1224,433990,48760,35320,987,2471,8872,,,8872,8872,,8872,58227,42075,249913,27090,157921,,,213,1241,293,591,127,195,14479,90160,,,468,832,,,113,8670,11725,35616,151591
2001,市辖区,Yunfu Shi Shixia Qu,445301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,云城区,Yunfu Shi Yuncheng Qu,445302,192961,173151,102127,62264,7114,6365,7,,2,1067,,44911,3830,5349,2260,133,33,13272,4826,2393,1556,4497,3149,60,177,198555,63429,30400,87367,138065,60490,63095,0.35,11917,11797,6645,,3471,25103,2142,16164,29055,11268,119440,90323,2587,5197,21333,9903,9903,6,125833,,204645,25103,15782,32,347,7187,,,7187,7187,,7187,20638,12920,85857,10145,73833,1,3,1295,6136,306,661,247,543,1125,5078,,,959,3465,,,145,10212,3910,2566,15714
2001,新兴县,Xinxing Xian,445321,406194,377485,244007,137019,18514,16503,2031,1,39,2177, ,23823, ,12600,8279,6327,3906,9747,5508,873,2411,955,6500,78,1188,577467,149298,63607,352762,426970,150497,138238,,,,,,6260,93699,,31359,62842,20294,132696,49282,569,71380,11465,24899,24899,4,286268,280,479890,93699,36023,10,2295,16271,,,16271,16271,,16271,45137,25960,163097,21000,149659,,,492,1450,1789,3570,1414,2948,2588,8217,,,2894,6260,,,127,12171,11391,11147,26554
2001,郁南县,Yu`nan Xian,445322,476733,401236,223458,126125,14582,11596,2986,53,471,,,134165,6060,9545,7638,2912,2365,13691,6966,1421,3167,2131,5364,241,1138,200568,98088,52969,33567,93092,107476,2067,0.35,9586,22157,8585,,,43062,,36304,57086,12615,110619,62833,13024,27503,7259,14728,14728,,114428,2318,172952,43062,14210,,2165,14635, ,,14635, ,,,54620,32163,186549,21781,141882,,,2984,14395,1264,3333,1033,2752,5401,23310,,,3819,9301,70,225,631,21125,7635,21859,50016
2001,云安县,Yun`an Xian,445323,304553,24236,159405,80843,9294,6975,2050,26,295,969,,67556,5640,6182,2595,150,140,3183,2183,284,451,265,2940,16,234,222143,69238,39482,102993,148137,74006,86467,0.32,2610,10466,66500,,3850,6450,,14723,31737,5679,45061,25634,4011,12996,2420,14000,14000,,112871,50,81375,13813,5582,,600,4147,,,4147,4147,,4147,31048,21033,122952,13203,97972,22,51,3096,13262,1387,2725,1172,2344,2813,8165,,,2691,5800,,,272,18375,3469,8993,23933
2001,罗定市,Luoding Shi,445381,1080236,720756,446049,214100,32568,24725,7843,15,519,,,159602,9767,22447,21393,3600,935,21943,10211,2702,3233,5797,13469,198,1214,706909,232283,111599,275150,383304,323605,335080,0.36,31973,31203,69156,,3016,27611,26674,115664,126759,25456,165657,81492,21079,34055,29031,48477,48381,37,182166,3500,252116,34679,20907,23,3287,32807,,,32807,31495,,32807,89843,61861,386776,44946,337728,475,1107,5635,20205,3848,8336,3463,7509,6748,18892,,,7734,18541,384,730,520,21029,11891,13172,56817
2001,市辖区  ,Nanning Shi Shixia Qu,450101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,兴宁区,Nanning Shi Xingning Qu,450102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,新城区,Nanning Shi Xincheng Qu,450103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,城北区,Nanning Shi Shixia Qu,450104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,江南区,Nanning Shi Shixia Qu,450105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,永新区,Nanning Shi Shixia Qu,450106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,邕宁县,Yongning Xian,450121,919364,818700,513900,348600,76159,49056,27503,310,106,,,583872,39610,42140,38090,,,80494,26048,10521,17914,26011,8897,1485,1584,251686,203297,142649,5143,109441,142245,163644,0.21,,,,,,,,69198,83003,35504,167682,115686,3486,41616,6894,134910,134365,133,352758,5773,451624,63027,35447,235,1189,16490,,,16490,14483,,1885,183304,80322,282985,62230,240083,,,10308,30492,2227,3286,,,5480,9045,,,9097,14418,50,131,29156,1804148,51810,24281,88089
2001,武鸣县,Wuming Xian,450122,647683,608600,356900,247600,59475,24863,34612,308,293,,,487821,33222,29580,24840,,,57533,12875,3909,12668,28081,7010,383,1031,280764,199343,128923,13457,162947,117817,126799,0.25,,,,,,,,71828,100917,39259,179292,124016,2816,41619,10841,139841,136854,528,651998,32120,870990,73145,64606,100,1904,26226,,,26226,24876,,1319,138772,61411,308645,38254,230154,,,15071,67383,6220,8462,6111,8368,1783,2473,20,7,9207,19909,,,20916,1464289,26580,20796,195654
2001,市辖区,Liuzhou Shi Shixia Qu,450201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,城中区,Liuzhou Shi Chengzhong Qu,450202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,鱼峰区,Liuzhou Shi Yufeng Qu,450203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,柳南区,Liuzhou Shi Liunan Qu,450204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,柳北区,Liuzhou Shi Liubei Qu,450205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,市郊区,Liuzhou Shi Shijiao Qu,450211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
