var1,var2,var2_EN,var3,countyname_2004,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65,var66,var67,var68,var69,var70,var71,var72,var73,var74,var75,var76,var77,var78,var79,var80,var81,var82,var83,var84,var85,var86,var87,var88,var89,var90,var91,var92,var93,var94
2004,怀柔区,Huairou Xian,110116,怀柔区,272000,176000,80386,31636,9592,74,9515,0,0,879,0,147516,6272,7951,6251,0,0,6756,3610,800,381,1965,20226,429,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24533,20993,11031,103630,60990,201432,46165,18528,34072,5662,334,0,0,334,0,0,0,13331,9850,34320,13,81,1193,6283,5798,20881,2152,4647,1866,4189,174,1074,15,15,1219,3878,0,0,0,0,1267,2932,32124
2004,平谷区,Pinggu Xian,110117,平谷区,394000,304000,141169,63406,11616,52,11564,0,0,1382,0,311624,8294,10055,9237,0,0,13503,7181,501,560,5261,20204,275,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12398,10694,1035,261214,88499,425108,48744,34825,3599,27643,1656,0,0,1656,0,0,0,18936,7902,30770,0,0,1532,8218,5308,19433,742,1794,724,1767,252,1156,1075,878,91,188,0,0,0,0,9381,15969,225037
2004,密云县,Miyun Xian,110228,密云县,426000,303000,144444,67604,22213,0,22213,0,0,9534,0,302583,6629,13098,4207,0,0,7910,4318,637,398,2557,14218,87,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43942,36614,22219,158308,195094,330299,92794,37646,67456,22131,351,0,0,351,0,0,0,22243,9820,34624,0,0,845,4039,8559,29032,0,0,0,0,0,0,0,0,4083,8093,0,0,0,0,5095,19396,53142
2004,延庆县,Yanqing Xian,110229,延庆县,275000,204000,95848,46332,28635,290,28346,0,0,3182,0,262771,5011,9904,4198,0,0,12116,7217,1596,375,2928,5255,45,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55090,48631,45044,40131,64671,159313,27502,18919,118146,18847,330,0,0,330,0,0,0,27744,19416,88081,55,265,27,148,16266,80638,2484,5265,2380,5125,89,446,0,0,68,102,0,0,0,0,3949,4791,39255
2004,和平区,Heping Qu,120101,天津市和平区,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,河东区,Hedong Qu,120102,河东区,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,河西区,Hexi Qu,120103,河西区,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,南开区,Nankai Qu,120104,南开区,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,河北区,Hebei Qu,120105,河北区,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,红桥区,Hongqiao Qu,120106,红桥区,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,塘沽区,Tanggu Qu,120107,塘沽区,460000,69539,26640,6310,4149,204,3945,0,0,2111,1905,267100,4330,5170,5170,0,0,1048,685,78,12,273,3459,107,51,512059,22081,9420,102702,255369,50163,46356,7308,120092,0,0,0,0,0,0,33018,154978,64141,44192,10183,118,9399,23844,45007,1395,0,38261,5351,0,8432,7516,1188,548,21463,17140,13326,4323,4323,0,0,4640,754,2648,1,8,1,4,328,1595,373,855,373,855,0,0,2149,5329,0,0,0,0,0,0,1720,0,0
2004,汉沽区,Hangu Qu,120108,汉沽区,168000,55177,29912,16040,4225,81,4144,0,0,593,907,148100,3110,2330,2330,0,0,3171,1679,287,448,757,13036,72,392,434858,73965,22006,270356,392091,42767,36385,6719,39068,0,0,0,0,0,0,19697,98704,23213,76771,21038,28,13640,42065,40228,1693,0,35867,2668,0,8478,5332,2604,3158,23602,14502,8547,9100,8320,0,0,2015,413,2706,80,648,0,0,153,1061,98,563,98,563,0,0,860,1351,0,0,0,0,0,0,742,0,0
2004,大港区,Dagang Qu,120109,大港区,350000,103180,40224,15772,13419,0,13419,0,0,3356,2415,267600,13900,10860,5060,0,0,2818,1646,589,195,388,15378,26,62,1306833,35202,12764,814240,1186072,120761,69830,6976,42500,0,0,0,0,0,0,57985,268668,65944,37475,13981,83,17200,6211,79072,2651,0,35449,40972,0,9643,5714,0,4700,6080,1716,964,4364,3236,0,0,14971,12405,37800,0,0,2120,7800,4132,14635,5476,11511,5476,11511,0,0,1420,3059,158,264,0,0,0,0,946,0,0
2004,东丽区,Dongli Qu,120110,东丽区,313000,241684,129095,19195,13110,1945,11165,0,0,2798,0,469,9228,13723,13638,0,0,3311,1611,500,255,923,24834,560,86,1927224,73992,36469,856724,1658110,269114,164844,7877,238200,0,0,0,0,0,0,84322,829069,265367,74745,33648,1456,24524,15117,106389,5925,0,71187,29277,0,20612,13812,8853,1931,21987,0,0,21987,21739,0,0,13979,3013,13209,237,1785,0,0,1330,6933,1136,2747,1113,2552,0,0,5063,5702,2,6,0,0,0,0,5604,0,0
2004,西青区,Xiqing Qu,120111,西青区,322000,242714,126177,39181,13653,1333,12320,0,0,4697,0,488,13607,15529,15057,0,0,10890,5235,1805,477,3373,4982,392,97,1932921,127699,58314,1245903,1641007,291914,189743,8036,252753,0,0,0,0,0,0,164349,941575,377293,130677,67605,466,27352,35254,101277,5598,0,77252,18427,0,22817,10019,10751,6911,46144,0,0,46144,46144,0,0,21468,8209,48132,1333,8530,2501,13115,3294,23788,1048,2482,1048,2482,0,0,2478,9191,70,160,0,0,0,0,9862,0,0
2004,津南区,Jinnan Qu,120112,津南区,375000,282712,153842,33935,14553,2005,12548,0,0,2688,0,477,7590,13743,6488,0,0,1694,649,77,748,221,35872,101,66,1548782,45414,21049,921713,1270031,278751,195565,7008,116949,0,0,0,0,0,0,167585,531209,112344,45632,21662,235,10335,13400,74448,2552,0,58476,13420,0,14110,6276,3208,3487,13798,0,0,13798,13648,0,0,13039,4128,20077,2005,12005,0,0,1241,5119,430,837,430,837,0,0,4464,4454,0,0,0,0,0,0,4073,0,0
2004,北辰区,Beichen Qu,120113,北辰区,323000,271493,131311,31164,9584,55,9529,0,0,1990,0,466,16682,14511,8163,0,0,6086,2809,1094,373,1810,35857,685,237,3465404,94355,44921,2266368,3090394,375010,164815,7992,239307,0,0,0,0,0,0,191172,1251550,507658,118940,45502,432,60105,12901,137291,24284,0,62214,50793,0,26918,17632,88814,25421,12000,32,32,11968,11968,0,0,21733,9848,45398,33,203,1052,4674,7054,35782,1393,2806,1393,2806,244,1545,3029,3109,776,1965,0,0,0,0,7429,0,0
2004,武清区,Tianjin Shi Wuqing Qu,120115,武清区,811000,691940,397976,200501,79759,169,79590,0,0,5696,0,965,90010,74122,54414,0,0,50849,27206,9072,2842,11729,128762,1154,400,1476974,419231,277279,810342,1015498,461476,435015,6335,180946,0,0,0,0,0,0,174584,548281,277266,484230,261057,4376,188526,30271,562943,102299,0,259848,200796,0,106012,73183,227270,43233,44350,0,0,44350,44350,0,0,149633,86597,532836,77,617,36373,209719,47778,315985,1793,3866,1741,3786,177,1046,14121,17645,1633,3830,0,0,0,0,44583,0,0
2004,宝坻区,Baodi Qu,120214,宝坻区,650000,576160,274301,135776,67989,5328,62661,0,0,3461,0,658,66212,65260,40518,0,0,63760,29938,14327,4878,14617,21971,1291,392,1104809,327595,203192,542528,755121,349688,329020,6013,62518,0,0,0,0,0,0,183882,545001,268799,126443,55963,453,60917,9110,761569,65748,0,540231,155590,0,115612,110819,20355,41470,33878,0,0,33878,32327,0,0,96357,64546,363134,5407,44782,25003,121931,29235,180563,3820,10423,3772,10339,327,3318,12947,17191,332,801,0,0,0,0,18331,0,0
2004,宁河县,Ninghe Xian,120221,宁河县,363000,286753,125058,64235,28279,1304,26975,0,0,2841,133,522,39361,35838,22615,0,0,17769,11204,1940,889,3736,13685,1551,233,1483296,213415,84591,969842,1280244,203052,181690,6285,62360,0,0,0,0,0,0,123602,515575,204979,109832,48281,429,49995,11127,508362,39626,0,403531,65205,0,72242,57901,65000,19000,16150,115,5,16035,16035,0,0,42948,6761,42425,1523,12935,47,184,2741,21134,2139,6153,2100,6094,0,0,26063,33880,370,1074,0,0,0,0,9731,0,0
2004,静海县,Jinghai Xian,120223,静海县,516000,430426,178342,76437,69178,35931,33247,0,0,2565,0,682,63158,55359,25451,0,0,31425,12089,4991,1979,12365,108140,1195,351,2505179,168494,113315,2133291,2130781,374398,254312,6002,64620,0,0,0,0,0,0,129118,618194,248686,123420,70371,2629,41987,8433,343924,27669,0,181876,134379,0,69782,40572,99335,14112,25421,0,0,25421,24085,0,0,78530,47077,233905,0,0,7208,31204,27461,171741,11128,26040,10812,25817,97,706,16794,17794,1493,2682,0,0,0,0,12111,0,0
2004,蓟　县,Ji Xian,120225,蓟　县,803000,699975,347823,166861,41182,200,40982,0,0,1810,0,673,44350,42126,33733,0,0,34988,20059,1329,1862,11738,30202,583,665,1771649,372387,169486,889953,1339865,431784,405846,6000,113000,0,0,0,0,0,0,181314,513381,136181,183579,79286,2757,92911,8625,1204623,126943,0,877926,199754,0,163816,138785,4775,77233,26362,0,0,26362,20254,0,0,80833,56872,375135,908,6507,17042,107394,37082,255077,1305,3999,1282,3967,285,1525,2224,3956,1244,4742,0,0,0,0,18052,0,0
2004,市辖区,Shijiazhuang Shi Shixiaqu,130101,石家庄市市辖区,24804,24804,14724,5547,0,0,0,0,0,0,0,107240,300,562,300,0,0,473,356,59,0,58,1530,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46809,496078,79011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,1029,7270,0,0,721,5191,308,2079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,长安区,Chang`an Qu,130102,长安区,410931,83260,49855,9811,4169,0,4169,91,125,33,0,212154,2390,4169,4169,0,0,4954,3062,942,352,598,12450,18,470,0,0,0,0,0,0,0,0,83795,29760,18125,105,1930,0,0,74272,400290,215468,37982,15086,48,22490,358,13000,13000,11200,72500,5000,16300,12033,8428,13185,6620,360,0,0,360,360,0,0,7721,5017,33328,0,0,2390,15774,2215,14785,133,497,70,355,279,2272,55,52,418,1680,0,0,0,0,2231,130,3365
2004,桥东区,Qiaoxi Qu,130103,桥东区,296246,7451,5220,3500,503,0,502,24,21,1,0,6828,500,500,500,0,0,397,225,19,0,153,5600,12,34,0,0,0,0,0,0,0,0,27117,21936,1986,0,0,0,0,30566,141964,38614,10088,2547,16,7511,14,300,300,300,12000,1700,1700,2801,1282,709,1827,20,0,0,20,20,0,0,994,468,2483,0,0,277,1454,191,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,101,2273
2004,桥西区,Qiaodong Qu,130104,桥西区,450062,30254,17637,3207,1556,0,1556,1,52,8,0,18492,1556,1556,1556,90,0,1047,466,89,113,379,9639,50,17,0,0,0,0,0,0,0,0,65416,26808,1340,0,0,0,0,34982,252290,38799,18487,12168,0,6214,105,900,900,900,13100,2800,400,2771,2031,3850,1920,135,0,0,135,135,0,0,2642,763,4675,0,0,362,2066,362,2445,39,164,39,164,0,0,0,0,0,0,0,0,0,0,1763,7,52
2004,新华区,Xinhua Qu,130105,新华区,462846,84707,54322,4916,2385,0,2357,91,54,32,0,40157,1937,2202,2202,0,0,1305,481,137,134,553,9150,24,44,0,0,0,0,0,0,0,0,52409,35900,6823,33,225,0,0,73744,383983,149309,31395,14684,24,16329,358,2600,2600,2600,34500,4600,2300,9128,6970,11006,9117,422,0,0,422,422,0,0,4061,1681,10356,0,0,790,4715,891,5641,0,0,0,0,0,0,20,33,100,225,0,0,0,0,2260,128,4797
2004,井陉矿区,Jingxingkuangqu,130107,井陉矿区,96928,31338,14512,4595,2055,0,2055,0,5,36,0,33965,1467,2055,1603,0,0,1502,1038,150,3,311,7411,5,57,232740,5308,5226,160639,204421,28319,11638,3677,5703,10634,7000,0,12,0,0,15281,87457,27652,10171,5196,346,4353,176,4800,4300,500,14800,10300,3800,2731,1826,1000,1852,261,0,0,261,261,0,0,3965,3178,17596,0,0,1390,7775,1594,9275,70,132,20,44,53,242,0,0,108,213,0,0,0,0,667,532,6225
2004,裕华区,Yuhua Qu,130108,裕华区,430950,99605,57147,14284,4017,0,4017,34,172,10,0,48965,3842,4017,3868,0,0,4635,2687,379,233,1336,4915,26,44,0,0,0,0,0,0,0,0,49476,34696,31673,30,576,0,0,54283,151553,66734,40222,13532,35,26514,141,14800,14800,3800,71500,2400,17100,15489,9476,10236,10161,181,0,0,181,181,0,0,8395,6460,41409,0,0,3219,20037,3010,20441,228,914,228,914,3,17,10,12,151,591,0,0,0,0,1629,11,285
2004,井陉县,Jingxing Xian,130121,井陉县,319791,284483,160012,73127,22691,0,22691,95,1,147,0,389718,11300,11351,8633,15544,8418,9571,5982,2939,13,637,11270,10,188,1091399,23564,21091,637144,980545,110854,92164,3334,14699,24641,38870,0,3600,0,0,53767,404087,114787,86721,24518,3847,57191,715,67100,59100,3100,129700,142000,56200,31863,17849,8661,18175,350,0,0,350,340,0,0,32129,26135,105995,44,170,8920,39873,10994,47912,2013,2796,1000,1486,2396,11346,95,54,3477,6708,0,0,0,0,2158,3215,23886
2004,正定县,Zhengding Xian,130123,正定县,437144,372833,229934,74363,30294,0,27303,78,73,252,0,1431788,27013,27303,27303,0,0,44387,25172,5906,2085,11224,13013,233,462,958895,217671,217671,474373,706797,252098,147460,3982,14887,29606,155803,1107,14010,0,0,130584,569609,203786,296679,110906,200,183146,1527,112400,112000,41000,403100,35000,123800,88484,55857,51730,108492,2300,0,0,2300,2300,0,0,54423,39799,299840,0,0,19443,143377,16312,135310,2770,10275,2528,9472,1186,10500,522,428,5556,21588,0,0,0,0,8386,4086,18050
2004,栾城县,Luancheng Xian,130124,栾城县,319222,295117,173454,92994,26539,0,26539,58,172,14,0,603279,26476,26539,26539,0,0,16288,9305,4480,478,2025,11233,95,387,413890,74704,74704,221139,306745,107145,106261,3667,10551,21693,20018,350,1100,0,0,62083,217188,68174,293005,141864,980,149433,128,62000,60500,38700,249600,53100,81500,68750,37530,86600,75400,205,0,0,205,205,0,0,52519,34032,259138,0,0,16667,120002,15000,130725,1682,5271,1415,4071,348,1790,533,400,895,3544,0,0,0,0,13186,400,5100
2004,行唐县,Xingtang Xian,130125,行唐县,413463,382755,192616,97764,39180,341,35331,132,3,435,0,783745,26782,28290,26312,21883,9120,21986,15170,1133,307,5376,13580,160,515,380012,131100,98972,116153,247008,133004,104414,2830,6675,19867,109084,1360,18950,0,0,0,0,0,171943,77984,1364,87628,907,126500,105000,70100,325000,110000,30900,40595,29316,105010,30505,970,0,0,970,828,0,0,58352,45184,288484,47,169,16772,103590,18080,137300,480,1528,467,1506,8939,44126,667,480,6044,19548,0,0,0,0,3987,38955,60429
2004,灵寿县,Lingshou Xian,130126,灵寿县,311243,270974,141947,87090,24501,40,22078,496,15,2106,0,328985,15330,16208,8632,11666,8682,9551,6397,1849,213,1092,18792,32,125,354810,35303,33535,234519,283397,71413,73599,2622,5378,12845,6339,70,3828,0,0,40466,275195,70323,119804,41174,10898,63636,3064,117700,106800,14100,221800,155500,54600,34622,21325,12244,12943,2650,0,0,2650,1200,0,0,36303,30000,131793,26,109,11580,53498,13634,61723,210,540,98,214,4287,15406,196,92,2428,4687,0,0,0,0,2911,4013,24430
2004,高邑县,Gaoyi Xian,130127,高邑县,175433,155878,88783,47455,16845,0,16845,5,138,2,0,290803,16350,16118,11640,0,0,10690,4662,903,347,4778,5661,62,310,264836,72172,60978,122509,207936,56900,57100,3700,6258,13246,87081,729,5704,0,0,46126,166266,33958,110317,69113,585,40393,8,6600,6600,1800,129100,43300,5500,20257,14925,3800,25200,30,0,0,30,30,0,0,32682,18959,114327,0,0,8107,52636,9278,55943,1107,3257,1042,3126,211,1488,307,359,1779,6372,0,0,0,0,11094,1860,6915
2004,深泽县,Shenze Xian,130128,深泽县,247353,222067,130237,64912,19806,0,19642,56,36,13,0,650460,19580,19642,19642,5021,2221,13998,7753,2105,439,3701,13878,33,150,247254,57139,50197,115660,174819,72435,68886,3141,5697,11156,80800,1700,3681,0,0,40461,130632,43920,100366,57086,318,41126,74,10600,6800,6000,156300,77000,3400,19764,16365,13928,22606,120,0,0,120,120,0,0,34373,26070,172381,0,0,11977,80156,10742,74695,1313,4395,1200,4143,1145,9339,794,838,2080,7527,0,0,0,0,5382,3876,59788
2004,赞皇县,Zanhuang Xian,130129,赞皇县,230684,213175,120587,53319,15943,0,15943,88,13,356,0,338876,13015,9630,2700,18528,11514,9846,2782,1555,0,5509,14672,142,261,79278,27362,26610,7337,33209,46069,45410,2122,4196,16163,55517,0,3401,0,0,32188,72757,22992,95470,47728,5690,41373,219,87500,86000,1200,115000,46000,64900,21854,10114,1520,8530,300,0,0,300,240,0,0,34215,23609,109412,2,11,8000,39360,10000,54000,1333,1360,1042,1105,3342,11828,146,88,7479,14955,0,0,0,0,2060,29333,79597
2004,无极县,Wuji Xian,130130,无极县,483969,440016,255306,119859,35633,0,35303,15,47,25,0,869175,33780,35303,35303,0,0,29917,19345,5501,1391,3680,16123,125,575,534595,91527,91527,295271,337488,197107,178896,4040,9404,21318,154648,200,13500,0,0,74842,241540,61348,246375,102109,207,141401,402,149800,121200,10800,307000,199800,190200,70165,34810,20160,56000,450,0,0,450,450,0,0,64074,49852,349128,0,0,25667,188650,19668,141610,1451,4696,1401,4539,2008,10986,326,215,4597,16002,0,0,0,0,9299,3670,55010
2004,平山县,Pingshan Xian,130131,平山县,447790,420022,208430,140144,30662,0,30186,100,22,6297,0,583619,10666,16800,13500,17555,4430,14492,9129,4317,10,1036,8830,126,203,344596,55997,48851,100322,256057,88539,84342,2034,12477,38133,100380,310,5018,0,0,68859,300675,94465,212069,63603,17242,115941,13623,210300,210300,36000,215000,72200,166700,65495,34762,11012,20021,12560,0,0,12560,8377,0,0,48892,36825,196620,774,3924,15540,93706,14187,80866,871,2698,554,1762,3281,11547,570,422,2554,5751,0,0,0,0,3610,8842,52500
2004,元氏县,Yuanshi Xian,130132,元氏县,390217,295164,218011,127900,36787,0,36787,97,152,67,0,539182,25333,28180,15450,2500,800,29337,15240,6870,957,6270,8100,400,510,447045,62906,62841,140245,314683,132362,124035,3428,9465,20977,114020,4190,4420,0,0,69422,180800,57247,187608,80802,2381,103949,376,87000,86600,23800,250000,172400,41500,50111,34425,31500,51090,500,0,0,500,405,0,0,55451,44837,266003,0,0,19480,121500,18200,109200,1143,3466,1000,3160,4067,25400,1340,1407,2440,7028,0,0,0,0,6656,5257,22550
2004,赵　县,Zhao Xian,130133,赵　县,555051,508894,294686,128948,50837,0,50837,16,160,19,0,2736619,49784,50837,50837,2310,2084,60338,31971,9453,6646,12268,30350,89,2096,578807,190526,189307,227640,378360,200447,190881,2723,9687,23692,295859,2915,9213,0,0,67773,409058,135742,264314,166923,92,93843,133,96300,89300,12000,285000,105000,61600,43730,27000,25100,48330,182,0,0,182,182,0,0,80286,62111,449105,0,0,31043,233289,23736,181578,3452,13192,3372,12979,1008,6428,1344,1388,3482,14670,8,7,0,0,12818,14314,401603
2004,辛集市,Xinji Shi,130181,辛集市,610200,550675,331454,108127,69521,0,69521,2,63,55,0,2253493,63521,69521,68358,0,0,62899,39861,13939,3154,5945,24873,706,3643,1405720,205715,174749,654078,1078138,327582,209225,3906,19169,35811,264244,34250,15570,0,0,169306,641880,226083,435801,232168,1104,201006,441,92600,61600,7300,458900,414100,80100,85060,47160,16224,147026,501,0,0,501,501,0,0,108567,73041,487014,0,0,33420,230598,28521,200962,5213,22101,5146,21951,905,7700,11092,12101,9356,38707,0,0,0,0,14717,20203,238630
2004,藁城市,Gaocheng Shi,130182,藁城市,744365,682000,410426,91746,57258,0,54700,0,227,12,0,2122452,56112,54700,54700,0,0,58647,31169,10952,4025,12501,49541,336,685,2372834,522746,519341,1275357,2030718,342116,302639,4513,28792,50852,330770,1196,8305,0,0,242775,783888,225801,574451,287151,506,284509,110,159700,131700,44100,645000,234800,288400,125876,71929,78423,164063,150,0,0,150,150,0,0,103819,64382,485288,0,0,31324,235847,30132,232690,1836,7582,1834,7578,1061,8943,381,443,2794,11865,0,0,0,0,36225,5471,165153
