"","code","name"
"1067",350104,"仓山区"
"1068",350105,"马尾区"
"1069",350111,"晋安区"
"1070",350121,"闽侯县"
"1071",350122,"连江县"
"1072",350123,"罗源县"
"1073",350124,"闽清县"
"1074",350125,"永泰县"
"1075",350128,"平潭县"
"1076",350181,"福清市"
"1077",350182,"长乐市"
"1078",350201,"厦门市辖"
"1079",350202,"鼓浪屿"
"1080",350203,"思明区"
"1081",350204,"开元区"
"1082",350205,"杏林区"
"1083",350206,"湖里区"
"1084",350211,"集美区"
"1085",350212,"同安区"
"1086",350301,"莆田市辖"
"1087",350302,"城厢区"
"1088",350303,"涵江区"
"1089",350321,"莆田县"
"1090",350322,"仙游县"
"1091",350401,"三明市辖"
"1092",350402,"梅列区"
"1093",350403,"三元区"
"1094",350421,"明溪县"
"1095",350423,"清流县"
"1096",350424,"宁化县"
"1097",350425,"大田县"
"1098",350426,"尤溪县"
"1099",350427,"沙县"
"1100",350428,"将乐县"
"1101",350429,"泰宁县"
"1102",350430,"建宁县"
"1103",350481,"永安市"
"1104",350501,"泉州市辖"
"1105",350502,"鲤城区"
"1106",350503,"丰泽区"
"1107",350504,"洛江区"
"1108",350521,"惠安县"
"1109",350524,"安溪县"
"1110",350525,"永春县"
"1111",350526,"德化县"
"1112",350527,"金门县"
"1113",350581,"石狮市"
"1114",350582,"晋江市"
"1115",350583,"南安市"
"1116",350601,"漳州市辖"
"1117",350602,"芗城区"
"1118",350603,"龙文区"
"1119",350622,"云霄县"
"1120",350623,"漳浦县"
"1121",350624,"诏安县"
"1122",350625,"长泰县"
"1123",350626,"东山县"
"1124",350627,"南靖县"
"1125",350628,"平和县"
"1126",350629,"华安县"
"1127",350681,"龙海市"
"1128",350701,"南平市辖"
"1129",350702,"延平区"
"1130",350721,"顺昌县"
"1131",350722,"浦城县"
"1132",350723,"光泽县"
"1133",350724,"松溪县"
"1134",350725,"政和县"
"1135",350781,"邵武市"
"1136",350782,"武夷山"
"1137",350783,"建瓯市"
"1138",350784,"建阳市"
"1139",350801,"龙岩市辖"
"1140",350802,"新罗区"
"1141",350821,"长汀县"
"1142",350822,"永定县"
"1143",350823,"上杭县"
"1144",350824,"武平县"
"1145",350825,"连城县"
"1146",350881,"漳平市"
"1147",352201,"宁德市"
"1148",352202,"福安市"
"1149",352203,"福鼎市"
"1150",352225,"霞浦县"
"1151",352227,"古田县"
"1152",352228,"屏南县"
"1153",352229,"寿宁县"
"1154",352230,"周宁县"
"1155",352231,"柘荣县"
"1156",360101,"南昌市辖区"
"1157",360102,"东湖区"
"1158",360103,"西湖区"
"1159",360104,"青云谱"
"1160",360105,"湾里区"
"1161",360111,"南昌市郊"
"1162",360121,"南昌县"
"1163",360122,"新建县"
"1164",360123,"安义县"
"1165",360124,"进贤县"
"1166",360201,"景德市辖区"
"1167",360202,"昌江区"
"1168",360203,"珠山区"
"1169",360222,"浮梁县"
"1170",360281,"乐平市"
"1171",360301,"萍乡市辖区"
"1172",360302,"安源区"
"1173",360313,"湘东区"
"1174",360321,"莲花县"
"1175",360322,"上栗县"
"1176",360323,"芦溪县"
"1177",360401,"九江市辖区"
"1178",360402,"庐山区"
"1179",360403,"浔阳区"
"1180",360421,"九江县"
"1181",360423,"武宁县"
"1182",360424,"修水县"
"1183",360425,"永修县"
"1184",360426,"德安县"
"1185",360427,"星子县"
"1186",360428,"都昌县"
"1187",360429,"湖口县"
"1188",360430,"彭泽县"
"1189",360481,"瑞昌市"
"1190",360501,"新余市辖区"
"1191",360502,"渝水区"
"1192",360521,"分宜县"
"1193",360601,"鹰潭市辖区"
"1194",360602,"月湖区"
"1195",360622,"余江县"
"1196",360681,"贵溪市"
"1197",360701,"赣州市辖区"
"1198",360702,"章贡区"
"1199",360721,"赣县"
"1200",360722,"信丰县"
"1201",360723,"大余县"
"1202",360724,"上犹县"
"1203",360725,"崇义县"
"1204",360726,"安远县"
"1205",360727,"龙南县"
"1206",360728,"定南县"
"1207",360729,"全南县"
"1208",360730,"宁都县"
"1209",360731,"于都县"
"1210",360732,"兴国县"
"1211",360733,"会昌县"
"1212",360734,"寻乌县"
"1213",360735,"石城县"
"1214",360781,"瑞金市"
"1215",360782,"南康市"
"1216",362201,"宜春市"
"1217",362202,"丰城市"
"1218",362203,"樟树市"
"1219",362204,"高安市"
"1220",362226,"奉新县"
"1221",362227,"万载县"
"1222",362228,"上高县"
"1223",362229,"宜丰县"
"1224",362232,"靖安县"
"1225",362233,"铜鼓县"
"1226",362301,"上饶市"
"1227",362302,"德兴市"
"1228",362321,"上饶县"
"1229",362322,"广丰县"
"1230",362323,"玉山县"
"1231",362324,"铅山县"
"1232",362325,"横峰县"
"1233",362326,"弋阳县"
"1234",362329,"余干县"
"1235",362330,"波阳县"
"1236",362331,"万年县"
"1237",362334,"婺源县"
"1238",362401,"吉安市"
"1239",362402,"井冈山市"
"1240",362421,"吉安县"
"1241",362422,"吉水县"
"1242",362423,"峡江县"
"1243",362424,"新干县"
"1244",362425,"永丰县"
"1245",362426,"泰和县"
"1246",362427,"遂川县"
"1247",362428,"万安县"
"1248",362429,"安福县"
"1249",362430,"永新县"
"1250",362432,"宁冈县"
"1251",362502,"临川市"
"1252",362522,"南城县"
"1253",362523,"黎川县"
"1254",362524,"南丰县"
"1255",362525,"崇仁县"
"1256",362526,"乐安县"
"1257",362527,"宜黄县"
"1258",362528,"金溪县"
"1259",362529,"资溪县"
"1260",362531,"东乡县"
"1261",362532,"广昌县"
"1262",370101,"济南市辖"
"1263",370102,"历下区"
"1264",370103,"济南市中"
"1265",370104,"槐荫区"
"1266",370105,"天桥区"
"1267",370112,"历城区"
"1268",370123,"长清县"
"1269",370124,"平阴县"
"1270",370125,"济阳县"
"1271",370126,"商河县"
"1272",370181,"章丘市"
"1273",370201,"青岛市辖"
"1274",370202,"市南区"
"1275",370203,"市北区"
"1276",370205,"四方区"
"1277",370211,"黄岛区"
"1278",370212,"崂山区"
"1279",370213,"李沧区"
"1280",370214,"城阳区"
"1281",370281,"胶州市"
"1282",370282,"即墨市"
"1283",370283,"平度市"
"1284",370284,"胶南市"
"1285",370285,"莱西市"
"1286",370301,"淄博市辖"
"1287",370302,"淄川区"
"1288",370303,"张店区"
"1289",370304,"博山区"
"1290",370305,"临淄区"
"1291",370306,"周村区"
"1292",370321,"桓台县"
"1293",370322,"高青县"
"1294",370323,"沂源县"
"1295",370401,"枣庄市辖"
"1296",370402,"枣庄市中"
"1297",370403,"薛城区"
"1298",370404,"峄城区"
"1299",370405,"台儿庄区"
"1300",370406,"山亭区"
"1301",370481,"滕州市"
"1302",370501,"东营市辖"
"1303",370502,"东营区"
"1304",370503,"河口区"
"1305",370521,"垦利县"
"1306",370522,"利津县"
"1307",370523,"广饶县"
"1308",370601,"烟台市辖"
"1309",370602,"芝罘区"
"1310",370611,"福山区"
"1311",370612,"牟平区"
"1312",370613,"莱山区"
"1313",370634,"长岛县"
"1314",370681,"龙口市"
"1315",370682,"莱阳市"
"1316",370683,"莱州市"
"1317",370684,"蓬莱市"
"1318",370685,"招远市"
"1319",370686,"栖霞县"
"1320",370687,"海阳市"
"1321",370701,"潍坊市辖"
"1322",370702,"潍城区"
"1323",370703,"寒亭区"
"1324",370704,"坊子区"
"1325",370705,"奎文区"
"1326",370724,"临朐县"
"1327",370725,"昌乐县"
"1328",370781,"青州市"
"1329",370782,"诸城市"
"1330",370783,"寿光市"
"1331",370784,"安丘市"
"1332",370785,"高密市"
"1333",370786,"昌邑市"
"1334",370801,"济宁市辖"
"1335",370802,"济宁市中"
"1336",370811,"任城区"
"1337",370826,"微山县"
"1338",370827,"鱼台县"
"1339",370828,"金乡县"
"1340",370829,"嘉祥县"
"1341",370830,"汶上县"
"1342",370831,"泗水县"
"1343",370832,"梁山县"
"1344",370881,"曲阜市"
"1345",370882,"兖州市"
"1346",370883,"邹城市"
"1347",370901,"泰安市辖"
"1348",370902,"泰山区"
"1349",370911,"泰安市郊"
"1350",370921,"宁阳县"
"1351",370923,"东平县"
"1352",370982,"新泰市"
"1353",370983,"肥城市"
"1354",371001,"威海市辖"
"1355",371002,"环翠区"
"1356",371081,"文登市"
"1357",371082,"荣成市"
"1358",371083,"乳山市"
"1359",371101,"日照市辖"
"1360",371102,"东港区"
"1361",371121,"五莲县"
"1362",371122,"莒县"
"1363",371201,"莱芜市辖"
"1364",371202,"莱城区"
"1365",371203,"钢城区"
"1366",371301,"临沂市辖"
"1367",371302,"兰山区"
"1368",371311,"罗庄区"
"1369",371312,"河东区"
"1370",371321,"沂南县"
"1371",371322,"郯城县"
"1372",371323,"沂水县"
"1373",371324,"苍山县"
"1374",371325,"费县"
"1375",371326,"平邑县"
"1376",371327,"莒南县"
"1377",371328,"蒙阴县"
"1378",371329,"临沭县"
"1379",371401,"德州市辖"
"1380",371402,"德城区"
"1381",371421,"陵县"
"1382",371422,"宁津县"
"1383",371423,"庆云县"
"1384",371424,"临邑县"
"1385",371425,"齐河县"
"1386",371426,"平原县"
"1387",371427,"夏津县"
"1388",371428,"武城县"
"1389",371481,"乐陵市"
"1390",371482,"禹城市"
"1391",371501,"聊城市辖"
"1392",371502,"东昌府"
"1393",371521,"阳谷县"
"1394",371522,"莘县"
"1395",371523,"茌平县"
"1396",371524,"东阿县"
"1397",371525,"冠县"
"1398",371526,"高唐县"
"1399",371581,"临清市"
"1400",372301,"滨州市"
"1401",372321,"惠民县"
"1402",372323,"阳信县"
"1403",372324,"无棣县"
"1404",372325,"沾化县"
"1405",372328,"博兴县"
"1406",372330,"邹平县"
"1407",372901,"菏泽市"
"1408",372922,"曹县"
"1409",372923,"定陶县"
"1410",372924,"成武县"
"1411",372925,"单县"
"1412",372926,"巨野县"
"1413",372928,"郓城县"
"1414",372929,"鄄城县"
"1415",372930,"东明县"
"1416",410101,"市辖区"
"1417",410102,"中原区"
"1418",410103,"二七区"
"1419",410104,"管城区"
"1420",410105,"金水区"
"1421",410106,"上街区"
"1422",410108,"邙山区"
"1423",410122,"中牟县"
"1424",410181,"巩义市"
"1425",410182,"荥阳市"
"1426",410183,"新密市"
"1427",410184,"新郑市"
"1428",410185,"登封市"
"1429",410201,"市辖区"
"1430",410202,"龙亭区"
"1431",410203,"顺河回族"
"1432",410204,"鼓楼区"
"1433",410205,"南关区"
"1434",410211,"开郊区"
"1435",410221,"杞县"
"1436",410222,"通许县"
"1437",410223,"尉氏县"
"1438",410224,"开封县"
"1439",410225,"兰考县"
"1440",410301,"市辖区"
"1441",410302,"老城区"
"1442",410303,"西工区"
"1443",410304,"躔河回族"
"1444",410305,"涧西区"
"1445",410306,"吉利区"
"1446",410311,"洛郊区"
"1447",410322,"孟津县"
"1448",410323,"新安县"
"1449",410324,"栾川县"
"1450",410325,"嵩县"
"1451",410326,"汝阳县"
"1452",410327,"宜阳县"
"1453",410328,"洛宁县"
"1454",410329,"伊川县"
"1455",410381,"偃师市"
"1456",410402,"新华区"
"1457",410403,"卫东区"
"1458",410404,"石龙区"
"1459",410411,"湛河区"
"1460",410421,"宝丰区"
"1461",410422,"叶县"
"1462",410423,"鲁山县"
"1463",410425,"郏县"
"1464",410481,"舞钢市"
"1465",410482,"汝州市"
"1466",410501,"市辖区"
"1467",410502,"文峰区"
"1468",410503,"北关区"
"1469",410504,"铁西区"
"1470",410511,"郊区"
"1471",410522,"安阳县"
"1472",410523,"汤阴县"
"1473",410526,"滑县"
"1474",410527,"内黄县"
"1475",410581,"林州市"
"1476",410602,"鹤山区"
"1477",410603,"山城区"
"1478",410611,"鹤壁郊"
"1479",410621,"浚县"
"1480",410622,"淇县"
"1481",410701,"市辖区"
"1482",410702,"红旗区"
"1483",410703,"新华区"
"1484",410704,"北站区"
"1485",410711,"郊区"
"1486",410721,"新乡县"
"1487",410724,"获嘉县"
"1488",410725,"原阳县"
"1489",410726,"延津县"
"1490",410727,"封丘县"
"1491",410728,"长垣县"
"1492",410781,"卫辉市"
"1493",410782,"辉县市"
"1494",410801,"市辖区"
"1495",410802,"解放区"
"1496",410803,"中站区"
"1497",410804,"马村区"
"1498",410811,"山阳区"
"1499",410821,"修武县"
"1500",410822,"博爱县"
"1501",410823,"武陟县"
"1502",410825,"温县"
"1503",410881,"济源市"
"1504",410882,"沁阳市"
"1505",410883,"孟州市"
"1506",410902,"市区"
"1507",410922,"清丰县"
"1508",410923,"南乐县"
"1509",410926,"范县"
"1510",410927,"台前县"
"1511",410928,"濮阳县"
"1512",411001,"市辖区"
"1513",411002,"魏都区"
"1514",411023,"许昌县"
"1515",411024,"鄢陵县"
"1516",411025,"襄城县"
"1517",411081,"禹州市"
"1518",411082,"长葛市"
"1519",411101,"市辖区"
"1520",411102,"源汇区"
"1521",411121,"舞阳县"
"1522",411122,"临颍县"
"1523",411123,"郾城县"
"1524",411201,"市辖区"
"1525",411202,"湖滨区"
"1526",411221,"渑池县"
"1527",411222,"陕县"
"1528",411224,"卢氏县"
"1529",411281,"义马市"
"1530",411282,"灵宝市"
"1531",411301,"市辖区"
"1532",411302,"宛城区"
"1533",411303,"卧龙区"
"1534",411321,"南召县"
"1535",411322,"方城县"
"1536",411323,"西峡县"
"1537",411324,"镇平县"
"1538",411325,"内乡县"
"1539",411326,"淅川县"
"1540",411327,"社旗县"
"1541",411328,"唐河县"
"1542",411329,"新野县"
"1543",411330,"桐柏县"
"1544",411381,"邓州市"
"1545",411401,"商丘市辖"
"1546",411402,"梁园区"
"1547",411403,"睢阳区"
"1548",411421,"民权县"
"1549",411422,"睢县"
"1550",411423,"宁陵县"
"1551",411424,"柘城县"
"1552",411425,"虞城县"
"1553",411426,"夏邑县"
"1554",411481,"永城市"
"1555",411501,"市辖区"
"1556",411502,"狮河区"
"1557",411503,"平桥区"
"1558",411521,"罗山县"
"1559",411522,"光山县"
"1560",411523,"新县"
"1561",411524,"商城县"
"1562",411525,"固始县"
"1563",411526,"潢川县"
"1564",411527,"淮滨县"
"1565",411528,"息县"
"1566",412701,"周口市"
"1567",412702,"项城市"
"1568",412721,"扶沟县"
"1569",412722,"西华县"
"1570",412723,"商水县"
"1571",412724,"太康县"
"1572",412725,"鹿邑县"
"1573",412726,"郸城县"
"1574",412727,"淮阳县"
"1575",412728,"沈丘县"
"1576",412801,"驻马店"
"1577",412821,"确山县"
"1578",412822,"泌阳县"
"1579",412823,"遂平县"
"1580",412824,"西平县"
"1581",412825,"上蔡县"
"1582",412826,"汝南县"
"1583",412827,"平舆县"
"1584",412828,"新蔡县"
"1585",412829,"正阳县"
"1586",420101,"武汉市郊"
"1587",420114,"蔡甸区"
"1588",420115,"江夏区"
"1589",420116,"黄陂县"
"1590",420117,"新洲县"
"1591",420122,"公安县"
"1592",420123,"监利县"
"1593",420181,"石首市"
"1594",420183,"洪湖市"
"1595",420201,"黄石市郊"
"1596",420222,"阳新县"
"1597",420281,"大冶市"
"1598",420301,"十堰市郊"
"1599",420321,"郧县"
"1600",420322,"郧西县"
"1601",420323,"竹山县"
"1602",420324,"竹溪县"
"1603",420325,"房县"
"1604",420381,"丹江口市"
"1605",420501,"宜昌市郊"
"1606",420521,"宜昌县"
"1607",420525,"远安县"
"1608",420526,"兴山县"
"1609",420527,"秭归县"
"1610",420528,"长阳县"
"1611",420529,"五峰县"
"1612",420581,"宜都市"
"1613",420582,"当阳市"
"1614",420583,"枝江市"
"1615",420601,"襄樊市郊"
"1616",420621,"襄阳县"
"1617",420624,"南漳县"
"1618",420625,"谷城县"
"1619",420626,"保康县"
"1620",420682,"老河口市"
"1621",420683,"枣阳市"
"1622",420684,"宜城市"
"1623",420801,"荆门市郊"
"1624",420822,"沙洋县"
"1625",420823,"沙洋农场"
"1626",420824,"五三农场"
"1627",420881,"钟祥市"
"1628",420882,"京山县"
"1629",420902,"孝南区"
"1630",420921,"孝昌县"
"1631",420922,"大悟县"
"1632",420923,"云梦县"
"1633",420981,"应城市"
"1634",420982,"安陆市"
"1635",420983,"广水市"
"1636",420984,"汉川市"
"1637",421001,"荆州市郊"
"1638",421024,"江陵县"
"1639",421087,"松滋市"
"1640",421102,"黄州区"
"1641",421121,"团风县"
"1642",421122,"红安县"
"1643",421123,"罗田县"
"1644",421124,"英山县"
"1645",421125,"浠水县"
"1646",421126,"蕲春县"
"1647",421172,"黄梅县"
"1648",421181,"麻城市"
"1649",421182,"武穴市"
"1650",421202,"咸安区"
"1651",421221,"嘉鱼县"
"1652",421222,"通城县"
"1653",421223,"崇阳县"
"1654",421224,"通山县"
"1655",421281,"赤壁市"
"1656",422801,"恩施市"
"1657",422802,"利川市"
"1658",422822,"建始县"
"1659",422823,"巴东县"
"1660",422825,"宣恩县"
"1661",422826,"咸丰县"
"1662",422827,"来凤县"
"1663",422828,"鹤峰县"
"1664",429001,"随州市"
"1665",429004,"仙桃市"
"1666",429005,"潜江市"
"1667",429006,"天门市"
"1668",429021,"神农架林区"
"1669",430101,"长沙市辖"
"1670",430102,"芙蓉区"
"1671",430103,"天心区"
"1672",430104,"岳麓区"
"1673",430105,"开福区"
"1674",430111,"雨花区"
"1675",430121,"长沙县"
"1676",430122,"望城县"
"1677",430124,"宁乡县"
"1678",430181,"浏阳市"
"1679",430201,"株洲市辖"
"1680",430202,"荷塘区"
"1681",430203,"芦淞区"
"1682",430204,"石峰区"
"1683",430211,"天元区"
"1684",430221,"株洲县"
"1685",430223,"攸县"
"1686",430224,"茶陵县"
"1687",430225,"炎陵县"
"1688",430281,"醴陵市"
"1689",430301,"湘潭市辖"
"1690",430302,"雨湖区"
"1691",430304,"岳塘区"
"1692",430321,"湘潭县"
"1693",430381,"湘乡市"
"1694",430382,"韶山市"
"1695",430401,"衡阳市辖"
"1696",430402,"江东区"
"1697",430403,"城南区"
"1698",430404,"城北区"
"1699",430411,"郊区"
"1700",430412,"南岳区"
"1701",430421,"衡阳县"
"1702",430422,"衡南县"
"1703",430423,"衡山县"
"1704",430424,"衡东县"
"1705",430426,"祁东县"
"1706",430481,"耒阳市"
"1707",430482,"常宁市"
"1708",430501,"邵阳市辖"
"1709",430502,"双清区"
"1710",430503,"大祥区"
"1711",430511,"北塔区"
"1712",430521,"邵东县"
"1713",430522,"新邵县"
"1714",430523,"邵阳县"
"1715",430524,"隆回县"
"1716",430525,"洞口县"
"1717",430527,"绥宁县"
"1718",430528,"新宁县"
"1719",430529,"城步县"
"1720",430581,"武岗市"
"1721",430601,"岳阳市辖"
"1722",430602,"岳阳楼"
"1723",430603,"云溪区"
"1724",430611,"君山区"
"1725",430621,"岳阳县"
"1726",430623,"华容县"
"1727",430624,"湘阴县"
"1728",430626,"平江县"
"1729",430681,"汨罗市"
"1730",430682,"临湘市"
"1731",430701,"常德市辖"
"1732",430702,"武陵区"
"1733",430703,"鼎城区"
"1734",430721,"安乡县"
"1735",430722,"汉寿县"
"1736",430723,"澧  县"
"1737",430724,"临澧县"
"1738",430725,"桃源县"
"1739",430726,"石门县"
"1740",430781,"津市市"
"1741",430801,"张家界市辖"
"1742",430802,"永定区"
"1743",430811,"武陵源"
"1744",430821,"慈利县"
"1745",430822,"桑植县"
"1746",430901,"益阳市辖"
"1747",430902,"资阳区"
"1748",430903,"赫山区"
"1749",430921,"南县"
"1750",430922,"桃江县"
"1751",430923,"安化县"
"1752",430981,"沅江市"
"1753",431001,"郴州市辖"
"1754",431002,"北湖区"
"1755",431003,"苏仙区"
"1756",431021,"桂阳县"
"1757",431022,"宜章县"
"1758",431023,"永兴县"
"1759",431024,"嘉禾县"
"1760",431025,"临武县"
"1761",431026,"汝城县"
"1762",431027,"桂东县"
"1763",431028,"安仁县"
"1764",431081,"资兴市"
"1765",431101,"永州市辖"
"1766",431102,"芝仙区"
"1767",431103,"冷水滩"
"1768",431121,"祁阳县"
"1769",431122,"东安县"
"1770",431123,"双牌县"
"1771",431124,"道县"
"1772",431125,"江永县"
"1773",431126,"宁远县"
"1774",431127,"蓝山县"
"1775",431128,"新田县"
"1776",431129,"江华县"
"1777",431201,"怀化市辖"
"1778",431202,"鹤城区"
"1779",431221,"中方县"
"1780",431222,"沅陵县"
"1781",431223,"辰溪县"
"1782",431224,"溆蒲县"
"1783",431225,"会同县"
"1784",431226,"麻阳县"
"1785",431227,"新晃县"
"1786",431228,"芷江县"
"1787",431229,"靖州县"
"1788",431230,"通道县"
"1789",431281,"洪江市"
"1790",432501,"娄底市"
"1791",432502,"冷水江"
"1792",432503,"涟源市"
"1793",432522,"双峰县"
"1794",432524,"新化县"
"1795",433101,"吉首市"
"1796",433122,"泸溪县"
"1797",433123,"凤凰县"
"1798",433124,"花垣县"
"1799",433125,"保靖县"
"1800",433126,"古丈县"
"1801",433127,"永顺县"
"1802",433130,"龙山县"
"1803",440101,"市辖区"
"1804",440102,"东山区"
"1805",440103,"荔湾区"
"1806",440104,"越秀区"
"1807",440105,"海珠区"
"1808",440106,"天河区"
"1809",440107,"芳村区"
"1810",440111,"白云区"
"1811",440112,"黄埔区"
"1812",440181,"番禺市"
"1813",440182,"花都市"
"1814",440183,"增城市"
"1815",440184,"从化市"
"1816",440201,"市辖区"
"1817",440202,"北江区"
"1818",440203,"武江区"
"1819",440204,"浈江区"
"1820",440221,"曲江县"
"1821",440222,"始兴县"
"1822",440224,"仁化县"
"1823",440229,"乳源县"
"1824",440232,"翁源县"
"1825",440233,"新丰县"
"1826",440281,"乐昌市"
"1827",440282,"南雄市"
"1828",440301,"市辖区"
"1829",440303,"罗湖区"
"1830",440304,"福田区"
"1831",440305,"南山区"
"1832",440306,"宝安区"
"1833",440307,"龙岗区"
"1834",440308,"盐田县"
"1835",440401,"市辖区"
"1836",440402,"香洲区"
"1837",440421,"斗门县"
"1838",440501,"市辖区"
"1839",440506,"达濠区"
"1840",440507,"龙湖区"
"1841",440508,"金园区"
"1842",440509,"升平区"
"1843",440510,"河浦区"
"1844",440523,"南澳县"
"1845",440582,"潮阳市"
"1846",440583,"澄海市"
"1847",440601,"市辖区"
"1848",440602,"城区"
"1849",440603,"石湾区"
"1850",440681,"顺德市"
"1851",440682,"南海市"
"1852",440683,"三水市"
"1853",440684,"高明市"
"1854",440701,"市辖区"
"1855",440703,"蓬江区"
"1856",440704,"江海区"
"1857",440781,"台山市"
"1858",440782,"新会市"
"1859",440783,"开平市"
"1860",440784,"鹤山市"
"1861",440785,"恩平市"
"1862",440801,"市辖区"
"1863",440802,"赤坎区"
"1864",440803,"霞山区"
"1865",440804,"坡头区"
"1866",440811,"麻章区"
"1867",440823,"遂溪县"
"1868",440825,"徐闻县"
"1869",440881,"廉江市"
"1870",440882,"雷州市"
"1871",440883,"吴川县"
"1872",440901,"市辖区"
"1873",440902,"茂南区"
"1874",440923,"电白县"
"1875",440981,"高州市"
"1876",440982,"化州市"
"1877",440983,"信宜市"
"1878",441201,"市辖区"
"1879",441202,"端州区"
"1880",441203,"鼎湖区"
"1881",441223,"广宁县"
"1882",441224,"怀集县"
"1883",441225,"封开县"
"1884",441226,"德庆县"
"1885",441283,"高要市"
"1886",441284,"四会市"
"1887",441301,"市辖区"
"1888",441302,"惠城区"
"1889",441322,"博罗县"
"1890",441323,"惠东县"
"1891",441324,"龙门县"
"1892",441381,"惠阳市"
"1893",441401,"市辖区"
"1894",441402,"梅江区"
"1895",441421,"梅县"
"1896",441422,"大埔县"
"1897",441423,"丰顺县"
"1898",441424,"五华县"
"1899",441426,"平远县"
"1900",441427,"蕉岭县"
"1901",441481,"兴宁市"
"1902",441501,"市辖区"
"1903",441502,"城区"
"1904",441521,"海丰县"
"1905",441523,"陆河县"
"1906",441581,"陆丰市"
"1907",441601,"市辖区"
"1908",441602,"源城区"
"1909",441621,"紫金县"
"1910",441622,"龙川县"
"1911",441623,"连平县"
"1912",441624,"和平县"
"1913",441625,"东源县"
"1914",441701,"市辖区"
"1915",441702,"江城区"
"1916",441721,"阳西县"
"1917",441723,"阳东县"
"1918",441781,"阳春市"
"1919",441801,"市辖区"
"1920",441802,"清城区"
"1921",441821,"佛冈县"
"1922",441823,"阳山县"
"1923",441825,"连山自治"
"1924",441826,"连南自"
"1925",441827,"清新县"
"1926",441881,"英德市"
"1927",441882,"连州市"
"1928",445101,"市辖区"
"1929",445102,"湘桥区"
"1930",445121,"潮安县"
"1931",445122,"饶平县"
"1932",445201,"市辖区"
"1933",445202,"榕城区"
"1934",445221,"揭东县"
"1935",445222,"揭西县"
"1936",445224,"惠来县"
"1937",445281,"普宁市"
"1938",445301,"市辖区"
"1939",445302,"云城区"
"1940",445321,"新兴县"
"1941",445322,"郁南县"
"1942",445323,"云安县"
"1943",445381,"罗定市"
"1944",450101,"南宁辖区"
"1945",450121,"邕宁县"
"1946",450122,"武鸣县"
"1947",450201,"柳州市辖"
"1948",450221,"柳江县"
"1949",450222,"柳城县"
"1950",450301,"桂林市辖"
"1951",450321,"阳朔县"
"1952",450322,"临桂县"
"1953",450323,"灵川县"
"1954",450324,"全州县"
"1955",450325,"兴安县"
"1956",450326,"永福县"
"1957",450327,"灌阳县"
"1958",450328,"龙胜县"
"1959",450329,"资源县"
"1960",450330,"平乐县"
"1961",450331,"荔浦县"
"1962",450332,"恭城县"
"1963",450401,"梧州市辖"
"1964",450421,"苍梧县"
"1965",450422,"藤县"
"1966",450423,"蒙山县"
"1967",450481,"岑溪县"
"1968",450501,"北海市辖"
"1969",450521,"合浦县"
"1970",450601,"防城市辖"
"1971",450621,"上思县"
"1972",450681,"东兴市"
"1973",450701,"钦州市辖"
"1974",450721,"灵山县"
"1975",450722,"浦北县"
"1976",450801,"贵港市辖"
"1977",450821,"平南县"
"1978",450881,"桂平市"
"1979",450901,"玉林市辖"
"1980",450921,"容县"
"1981",450922,"陆川县"
"1982",450923,"博白县"
"1983",450924,"兴业县"
"1984",450981,"北流市"
"1985",452101,"凭祥市"
"1986",452122,"横县"
"1987",452123,"宾阳县"
"1988",452124,"上林县"
"1989",452126,"隆安县"
"1990",452127,"马山县"
"1991",452128,"扶绥县"
"1992",452129,"崇左县"
"1993",452130,"大新县"
"1994",452131,"天等县"
"1995",452132,"宁明县"
"1996",452133,"龙州县"
"1997",452201,"合山市"
"1998",452223,"鹿寨县"
"1999",452224,"象州县"
"2000",452225,"武宣县"
"2001",452226,"来宾县"
"2002",452227,"融安县"
"2003",452228,"三江县"
"2004",452229,"融水县"
"2005",452230,"金秀县"
"2006",452231,"忻城县"
"2007",452402,"贺州市"
"2008",452424,"昭平县"
"2009",452427,"钟山县"
"2010",452428,"富川县"
"2011",452601,"百色市"
"2012",452622,"田阳县"
"2013",452623,"田东县"
"2014",452624,"平果县"
"2015",452625,"德保县"
"2016",452626,"靖西县"
"2017",452627,"那坡县"
"2018",452628,"凌云县"
"2019",452629,"乐业县"
"2020",452630,"田林县"
"2021",452631,"隆林县"
"2022",452632,"西林县"
"2023",452701,"河池市"
"2024",452702,"宜州市"
"2025",452723,"罗城县"
"2026",452724,"环江县"
"2027",452725,"南丹县"
"2028",452726,"天峨县"
"2029",452727,"凤山县"
"2030",452728,"东兰县"
"2031",452729,"巴马县"
"2032",452730,"都安县"
"2033",452731,"大化县"
"2034",460001,"通什市"
"2035",460002,"琼海市"
"2036",460003,"儋州市"
"2037",460004,"琼山市"
"2038",460005,"文昌市"
"2039",460006,"万宁市"
"2040",460007,"东方县"
"2041",460025,"定安县"
"2042",460026,"屯昌县"
"2043",460027,"澄迈县"
"2044",460028,"临高县"
"2045",460030,"白沙县"
"2046",460031,"昌江县"
"2047",460033,"乐东县"
"2048",460034,"陵水县"
"2049",460035,"保亭县"
"2050",460036,"琼中县"
"2051",460037,"西沙群"
"2052",460038,"南沙群"
"2053",460039,"中沙群"
"2054",460101,"海口市辖"
"2055",460102,"振东区"
"2056",460103,"新华区"
"2057",460104,"秀英区"
"2058",460201,"三亚市辖"
"2059",500101,"万州区"
"2060",500102,"涪陵地"
"2061",500103,"渝中区"
"2062",500104,"大渡口"
